chip_Id	Standard_Deviation	Probe	ds_id	Multi_Mapping	Sample_Type	Expression_Value	Sample_ID	LineGraphGroup	Day
9252616095_F	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.32000518943	393_CD14	NULL	NULL
9252616095_G	0.0	ILMN_1791759	6646	no	CD14 monocyte	12.4192341129	344_CD14	NULL	NULL
9252616095_H	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.40052778399	349_CD14	NULL	NULL
9252616095_I	0.0	ILMN_1791759	6646	no	IFN	14.9227971267	297_IFN	NULL	NULL
9252616095_J	0.0	ILMN_1791759	6646	no	IFN	14.943039326	333_IFN	NULL	NULL
9252616095_K	0.0	ILMN_1791759	6646	no	LPS 24 hours	4.02759736305	398_LPS_24	NULL	NULL
9252616095_L	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.5327214522	334_LPS_2	NULL	NULL
9252616096_B	0.0	ILMN_1791759	6646	no	LPS 24 hours	4.09831484332	367_LPS_24	NULL	NULL
9252616096_C	0.0	ILMN_1791759	6646	no	LPS 2 hours	12.1587014167	407_LPS_2	NULL	NULL
9252616096_D	0.0	ILMN_1791759	6646	no	IFN	15.0660392577	313_IFN	NULL	NULL
9252616096_E	0.0	ILMN_1791759	6646	no	CD14 monocyte	10.5387744459	342_CD14	NULL	NULL
9252616096_F	0.0	ILMN_1791759	6646	no	LPS 24 hours	8.33212356493	378_LPS_24	NULL	NULL
9252616096_G	0.0	ILMN_1791759	6646	no	untreated 24 hours	5.6323910829	359_UT_24	NULL	NULL
9252616096_H	0.0	ILMN_1791759	6646	no	LPS 24 hours	4.09296739863	415_LPS_24	NULL	NULL
9252616096_J	0.0	ILMN_1791759	6646	no	LPS 24 hours	5.50201012431	295_LPS_24	NULL	NULL
9252616096_K	0.0	ILMN_1791759	6646	no	IFN	15.0470440328	366_IFN	NULL	NULL
9252616096_L	0.0	ILMN_1791759	6646	no	LPS 24 hours	3.87631347437	405_LPS_24	NULL	NULL
9252616097_A	0.0	ILMN_1791759	6646	no	IFN	14.6635049248	394_IFN	NULL	NULL
9252616097_B	0.0	ILMN_1791759	6646	no	LPS 24 hours	7.59457723875	413_LPS_24	NULL	NULL
9252616097_C	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.5307153787	338_LPS_2	NULL	NULL
9252616097_D	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.6531783465	321_LPS_2	NULL	NULL
9252616097_E	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.4866129655	337_LPS_2	NULL	NULL
9252616097_F	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.02183036095	431_CD14	NULL	NULL
9252616097_G	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.46430999213	343_CD14	NULL	NULL
9252616097_I	0.0	ILMN_1791759	6646	no	IFN	15.0161279528	421_IFN	NULL	NULL
9252616097_J	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.37592376591	395_CD14	NULL	NULL
9252616097_K	0.0	ILMN_1791759	6646	no	CD14 monocyte	10.0793066275	353_CD14	NULL	NULL
9252616097_L	0.0	ILMN_1791759	6646	no	LPS 24 hours	3.69889424455	372_LPS_24	NULL	NULL
9252616098_A	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.7995226928	330_LPS_2	NULL	NULL
9252616098_B	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.13655506336	376_CD14	NULL	NULL
9252616098_C	0.0	ILMN_1791759	6646	no	IFN	15.0161279528	311_IFN	NULL	NULL
9252616098_D	0.0	ILMN_1791759	6646	no	CD14 monocyte	7.84379010512	418_CD14	NULL	NULL
9252616098_E	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.14396458186	365_CD14	NULL	NULL
9252616098_F	0.0	ILMN_1791759	6646	no	IFN	15.0161279528	315_IFN	NULL	NULL
9252616098_G	0.0	ILMN_1791759	6646	no	untreated 24 hours	5.54226057177	309_UT_24	NULL	NULL
9252616098_H	0.0	ILMN_1791759	6646	no	LPS 24 hours	4.63355470134	376_LPS_24	NULL	NULL
9252616098_J	0.0	ILMN_1791759	6646	no	IFN	15.0470440328	331_IFN	NULL	NULL
9252616098_K	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.74111694354	411_CD14	NULL	NULL
9252616098_L	0.0	ILMN_1791759	6646	no	untreated 24 hours	8.19136074844	326_UT_24	NULL	NULL
9252616099_A	0.0	ILMN_1791759	6646	no	IFN	14.9894641951	402_IFN	NULL	NULL
9252616099_B	0.0	ILMN_1791759	6646	no	LPS 24 hours	11.5280609995	340_LPS_24	NULL	NULL
9252616099_C	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.53729930938	414_CD14	NULL	NULL
9252616099_D	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.68147241414	380_CD14	NULL	NULL
9252616099_E	0.0	ILMN_1791759	6646	no	CD14 monocyte	10.4822494115	368_CD14	NULL	NULL
9252616099_F	0.0	ILMN_1791759	6646	no	IFN	14.8880889671	413_IFN	NULL	NULL
9252616099_G	0.0	ILMN_1791759	6646	no	LPS 24 hours	10.4554849919	307_LPS_24	NULL	NULL
9252616099_H	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.54975441215	328_CD14	NULL	NULL
9252616099_I	0.0	ILMN_1791759	6646	no	LPS 24 hours	12.0712455639	353_LPS_24	NULL	NULL
9252616099_J	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.2135547899	366_LPS_2	NULL	NULL
9252616099_K	0.0	ILMN_1791759	6646	no	IFN	14.9536545304	358_IFN	NULL	NULL
9252616099_L	0.0	ILMN_1791759	6646	no	IFN	14.9653634716	316_IFN	NULL	NULL
9252616100_A	0.0	ILMN_1791759	6646	no	IFN	15.0470440328	355_IFN	NULL	NULL
9252616100_B	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.97627545596	326_CD14	NULL	NULL
9252616100_C	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.2050494562	384_LPS_2	NULL	NULL
9252616100_D	0.0	ILMN_1791759	6646	no	IFN	15.0161279528	298_IFN	NULL	NULL
9252616100_E	0.0	ILMN_1791759	6646	no	IFN	15.0026269503	363_IFN	NULL	NULL
9252616100_F	0.0	ILMN_1791759	6646	no	LPS 24 hours	13.1121148552	408_LPS_24	NULL	NULL
9252616100_G	0.0	ILMN_1791759	6646	no	untreated 24 hours	8.32808823627	292_UT_24	NULL	NULL
9252616100_H	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.1665546941	331_LPS_2	NULL	NULL
9252616100_I	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.3267262545	335_LPS_2	NULL	NULL
9252616100_J	0.0	ILMN_1791759	6646	no	untreated 24 hours	7.03920698974	312_UT_24	NULL	NULL
9252616100_K	0.0	ILMN_1791759	6646	no	IFN	14.9227971267	317_IFN	NULL	NULL
9252616100_L	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.93802032708	397_CD14	NULL	NULL
9257622042_A	0.0	ILMN_1791759	6646	no	untreated 24 hours	8.43168518147	318_UT_24	NULL	NULL
9257622042_B	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.55305281548	405_CD14	NULL	NULL
9257622042_C	0.0	ILMN_1791759	6646	no	IFN	15.0026269503	348_IFN	NULL	NULL
9257622042_D	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.6276350276	404_LPS_2	NULL	NULL
9257622042_E	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.868411117	362_LPS_2	NULL	NULL
9257622042_F	0.0	ILMN_1791759	6646	no	IFN	14.7689849436	345_IFN	NULL	NULL
9257622042_G	0.0	ILMN_1791759	6646	no	LPS 24 hours	9.5832051779	326_LPS_24	NULL	NULL
9257622042_H	0.0	ILMN_1791759	6646	no	IFN	14.9536545304	433_IFN	NULL	NULL
9257622042_I	0.0	ILMN_1791759	6646	no	untreated 24 hours	10.6340194274	317_UT_24	NULL	NULL
9257622042_K	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.7804945747	417_LPS_2	NULL	NULL
9257622045_A	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.21566077322	323_CD14	NULL	NULL
9257622045_B	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.84724262098	348_CD14	NULL	NULL
9257622045_C	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.2261652103	355_LPS_2	NULL	NULL
9257622045_D	0.0	ILMN_1791759	6646	no	IFN	15.0026269503	292_IFN	NULL	NULL
9257622045_E	0.0	ILMN_1791759	6646	no	IFN	14.843365585	329_IFN	NULL	NULL
9257622045_F	0.0	ILMN_1791759	6646	no	IFN	15.0877453208	412_IFN	NULL	NULL
9257622045_G	0.0	ILMN_1791759	6646	no	LPS 24 hours	6.21636599746	366_LPS_24	NULL	NULL
9257622045_H	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.35453707127	337_CD14	NULL	NULL
9257622045_I	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.7864066928	347_LPS_2	NULL	NULL
9257622045_J	0.0	ILMN_1791759	6646	no	untreated 24 hours	7.57612361585	316_UT_24	NULL	NULL
9257622045_K	0.0	ILMN_1791759	6646	no	LPS 24 hours	8.49271398177	346_LPS_24	NULL	NULL
9257622045_L	0.0	ILMN_1791759	6646	no	LPS 24 hours	4.55340521971	433_LPS_24	NULL	NULL
9257622077_A	0.0	ILMN_1791759	6646	no	IFN	15.0026269503	318_IFN	NULL	NULL
9257622077_B	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.2135547899	421_LPS_2	NULL	NULL
9257622077_C	0.0	ILMN_1791759	6646	no	IFN	15.0026269503	429_IFN	NULL	NULL
9257622077_D	0.0	ILMN_1791759	6646	no	IFN	14.9326599733	420_IFN	NULL	NULL
9257622077_E	0.0	ILMN_1791759	6646	no	LPS 24 hours	3.61435904193	373_LPS_24	NULL	NULL
9257622077_F	0.0	ILMN_1791759	6646	no	LPS 24 hours	6.73984575472	411_LPS_24	NULL	NULL
9257622077_G	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.7579860238	293_LPS_2	NULL	NULL
9257622077_H	0.0	ILMN_1791759	6646	no	LPS 24 hours	5.9672766009	309_LPS_24	NULL	NULL
9257622077_I	0.0	ILMN_1791759	6646	no	LPS 24 hours	3.92415517995	392_LPS_24	NULL	NULL
9257622077_J	0.0	ILMN_1791759	6646	no	IFN	14.943039326	403_IFN	NULL	NULL
9257622077_K	0.0	ILMN_1791759	6646	no	CD14 monocyte	10.6242423725	298_CD14	NULL	NULL
9257622077_L	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.4264576949	339_LPS_2	NULL	NULL
9257622095_A	0.0	ILMN_1791759	6646	no	LPS 24 hours	6.36804657176	311_LPS_24	NULL	NULL
9257622095_B	0.0	ILMN_1791759	6646	no	LPS 24 hours	3.91397469444	354_LPS_24	NULL	NULL
9257622095_C	0.0	ILMN_1791759	6646	no	LPS 24 hours	11.6995781563	289_LPS_24	NULL	NULL
9257622095_D	0.0	ILMN_1791759	6646	no	CD14 monocyte	10.4024397437	321_CD14	NULL	NULL
9257622095_E	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.47654403909	336_CD14	NULL	NULL
9257622095_F	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.32054554217	327_CD14	NULL	NULL
9257622095_G	0.0	ILMN_1791759	6646	no	IFN	14.9653634716	372_IFN	NULL	NULL
9257622095_H	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.1622912916	414_LPS_2	NULL	NULL
9257622095_I	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.3973392323	433_LPS_2	NULL	NULL
9257622095_J	0.0	ILMN_1791759	6646	no	IFN	14.9894641951	431_IFN	NULL	NULL
9257622095_K	0.0	ILMN_1791759	6646	no	IFN	14.9894641951	427_IFN	NULL	NULL
9257622095_L	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.51269078923	333_CD14	NULL	NULL
9257622098_A	0.0	ILMN_1791759	6646	no	LPS 24 hours	7.65506237387	332_LPS_24	NULL	NULL
9257622098_B	0.0	ILMN_1791759	6646	no	IFN	15.0470440328	373_IFN	NULL	NULL
9257622098_C	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.0085372862	328_LPS_2	NULL	NULL
9257622098_D	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.8505126523	429_LPS_2	NULL	NULL
9257622098_E	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.3088470407	340_LPS_2	NULL	NULL
9257622098_F	0.0	ILMN_1791759	6646	no	LPS 24 hours	4.8978354566	343_LPS_24	NULL	NULL
9257622098_G	0.0	ILMN_1791759	6646	no	IFN	15.1505791251	294_IFN	NULL	NULL
9257622098_H	0.0	ILMN_1791759	6646	no	IFN	15.0660392577	381_IFN	NULL	NULL
9257622098_I	0.0	ILMN_1791759	6646	no	LPS 24 hours	3.77514395995	359_LPS_24	NULL	NULL
9257622098_J	0.0	ILMN_1791759	6646	no	CD14 monocyte	10.0274379461	297_CD14	NULL	NULL
9257622098_K	0.0	ILMN_1791759	6646	no	untreated 24 hours	8.38653975611	433_UT_24	NULL	NULL
9257622098_L	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.92993789295	409_CD14	NULL	NULL
9257622099_A	0.0	ILMN_1791759	6646	no	LPS 24 hours	4.09125048344	425_LPS_24	NULL	NULL
9257622099_B	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.22338264352	352_CD14	NULL	NULL
9257622099_C	0.0	ILMN_1791759	6646	no	IFN	15.0161279528	353_IFN	NULL	NULL
9257622099_D	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.37143141339	396_CD14	NULL	NULL
9257622099_E	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.2955499704	295_LPS_2	NULL	NULL
9257622099_F	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.08012027598	335_CD14	NULL	NULL
9257622099_G	0.0	ILMN_1791759	6646	no	LPS 24 hours	3.63349550598	385_LPS_24	NULL	NULL
9257622099_H	0.0	ILMN_1791759	6646	no	LPS 24 hours	9.34433405639	312_LPS_24	NULL	NULL
9257622099_I	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.60549716907	330_CD14	NULL	NULL
9257622099_J	0.0	ILMN_1791759	6646	no	LPS 24 hours	5.94899030796	418_LPS_24	NULL	NULL
9257622099_K	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.8229583219	408_LPS_2	NULL	NULL
9257622099_L	0.0	ILMN_1791759	6646	no	LPS 24 hours	4.60646180741	368_LPS_24	NULL	NULL
9257622100_A	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.5308674991	354_CD14	NULL	NULL
9257622100_B	0.0	ILMN_1791759	6646	no	IFN	14.8727366232	326_IFN	NULL	NULL
9257622100_C	0.0	ILMN_1791759	6646	no	IFN	14.9653634716	309_IFN	NULL	NULL
9257622100_D	0.0	ILMN_1791759	6646	no	untreated 24 hours	9.56864670068	327_UT_24	NULL	NULL
9257622100_E	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.68737757584	433_CD14	NULL	NULL
9257622100_F	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.6142444893	424_LPS_2	NULL	NULL
9257622100_G	0.0	ILMN_1791759	6646	no	LPS 24 hours	8.18325509906	404_LPS_24	NULL	NULL
9257622100_H	0.0	ILMN_1791759	6646	no	IFN	14.9770999298	417_IFN	NULL	NULL
9257622100_I	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.85594461645	296_CD14	NULL	NULL
9257622100_J	0.0	ILMN_1791759	6646	no	IFN	14.8727366232	377_IFN	NULL	NULL
9257622100_K	0.0	ILMN_1791759	6646	no	LPS 2 hours	11.5092940921	397_LPS_2	NULL	NULL
9257622100_L	0.0	ILMN_1791759	6646	no	LPS 24 hours	5.63262760768	350_LPS_24	NULL	NULL
9257631006_A	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.752782592	296_LPS_2	NULL	NULL
9257631006_B	0.0	ILMN_1791759	6646	no	CD14 monocyte	7.82182465845	428_CD14	NULL	NULL
9257631006_C	0.0	ILMN_1791759	6646	no	IFN	15.0161279528	319_IFN	NULL	NULL
9257631006_D	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.91529654029	293_CD14	NULL	NULL
9257631006_E	0.0	ILMN_1791759	6646	no	LPS 24 hours	3.6225579123	363_LPS_24	NULL	NULL
9257631006_F	0.0	ILMN_1791759	6646	no	IFN	14.9770999298	293_IFN	NULL	NULL
9257631006_G	0.0	ILMN_1791759	6646	no	IFN	15.0470440328	365_IFN	NULL	NULL
9257631006_H	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.93993604327	391_CD14	NULL	NULL
9257631006_I	0.0	ILMN_1791759	6646	no	LPS 24 hours	3.27853360024	395_LPS_24	NULL	NULL
9257631006_J	0.0	ILMN_1791759	6646	no	IFN	15.0309555317	407_IFN	NULL	NULL
9257631006_K	0.0	ILMN_1791759	6646	no	IFN	14.9536545304	322_IFN	NULL	NULL
9257631006_L	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.4160295978	412_CD14	NULL	NULL
9257631015_A	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.70505846516	360_CD14	NULL	NULL
9257631015_B	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.2303343666	348_LPS_2	NULL	NULL
9257631015_C	0.0	ILMN_1791759	6646	no	IFN	14.8577099914	332_IFN	NULL	NULL
9257631015_D	0.0	ILMN_1791759	6646	no	untreated 24 hours	4.46232133916	382_UT_24	NULL	NULL
9257631015_E	0.0	ILMN_1791759	6646	no	IFN	14.9140139633	367_IFN	NULL	NULL
9257631015_F	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.24052951497	350_CD14	NULL	NULL
9257631015_G	0.0	ILMN_1791759	6646	no	LPS 24 hours	6.5525569784	412_LPS_24	NULL	NULL
9257631015_H	0.0	ILMN_1791759	6646	no	LPS 24 hours	5.25440542419	344_LPS_24	NULL	NULL
9257631015_I	0.0	ILMN_1791759	6646	no	LPS 24 hours	5.81016593516	336_LPS_24	NULL	NULL
9257631015_J	0.0	ILMN_1791759	6646	no	LPS 24 hours	14.0577239114	296_LPS_24	NULL	NULL
9257631015_K	0.0	ILMN_1791759	6646	no	CD14 monocyte	10.4062762509	332_CD14	NULL	NULL
9257631015_L	0.0	ILMN_1791759	6646	no	IFN	15.0026269503	357_IFN	NULL	NULL
9257631019_A	0.0	ILMN_1791759	6646	no	untreated 24 hours	7.48038731451	289_UT_24	NULL	NULL
9257631019_B	0.0	ILMN_1791759	6646	no	IFN	14.8880889671	395_IFN	NULL	NULL
9257631019_C	0.0	ILMN_1791759	6646	no	untreated 24 hours	10.267062155	298_UT_24	NULL	NULL
9257631019_D	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.6917619345	428_LPS_2	NULL	NULL
9257631019_E	0.0	ILMN_1791759	6646	no	IFN	14.9140139633	369_IFN	NULL	NULL
9257631019_F	0.0	ILMN_1791759	6646	no	IFN	14.9653634716	371_IFN	NULL	NULL
9257631019_G	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.2092977027	302_LPS_2	NULL	NULL
9257631019_H	0.0	ILMN_1791759	6646	no	IFN	14.7634938179	392_IFN	NULL	NULL
9257631019_I	0.0	ILMN_1791759	6646	no	IFN	14.8802146645	426_IFN	NULL	NULL
9257631019_J	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.0853765865	376_LPS_2	NULL	NULL
9257631019_K	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.05368779672	381_CD14	NULL	NULL
9257631019_L	0.0	ILMN_1791759	6646	no	LPS 24 hours	4.12863303653	399_LPS_24	NULL	NULL
9257631026_A	0.0	ILMN_1791759	6646	no	LPS 24 hours	3.9508334489	351_LPS_24	NULL	NULL
9257631026_B	0.0	ILMN_1791759	6646	no	IFN	14.6967087158	400_IFN	NULL	NULL
9257631026_C	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.39827545059	319_CD14	NULL	NULL
9257631026_D	0.0	ILMN_1791759	6646	no	LPS 24 hours	3.82888126574	390_LPS_24	NULL	NULL
9257631026_E	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.7080006222	405_LPS_2	NULL	NULL
9257631026_F	0.0	ILMN_1791759	6646	no	IFN	14.943039326	401_IFN	NULL	NULL
9257631026_G	0.0	ILMN_1791759	6646	no	LPS 24 hours	12.657783651	417_LPS_24	NULL	NULL
9257631026_H	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.84953282594	292_CD14	NULL	NULL
9257631026_I	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.6054369085	422_LPS_2	NULL	NULL
9257631026_J	0.0	ILMN_1791759	6646	no	IFN	15.0309555317	321_IFN	NULL	NULL
9257631026_K	0.0	ILMN_1791759	6646	no	IFN	14.8727366232	344_IFN	NULL	NULL
9257631026_L	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.06761076067	372_CD14	NULL	NULL
9257631027_A	0.0	ILMN_1791759	6646	no	IFN	15.0309555317	335_IFN	NULL	NULL
9257631027_B	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.39576057904	314_CD14	NULL	NULL
9257631027_C	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.366312413	352_LPS_2	NULL	NULL
9257631027_D	0.0	ILMN_1791759	6646	no	untreated 24 hours	7.19646461657	324_UT_24	NULL	NULL
9257631027_E	0.0	ILMN_1791759	6646	no	untreated 24 hours	7.78961658543	355_UT_24	NULL	NULL
9257631027_F	0.0	ILMN_1791759	6646	no	LPS 24 hours	9.77254189389	316_LPS_24	NULL	NULL
9257631027_G	0.0	ILMN_1791759	6646	no	LPS 24 hours	7.77227969921	323_LPS_24	NULL	NULL
9257631027_H	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.1147251102	382_CD14	NULL	NULL
9257631027_I	0.0	ILMN_1791759	6646	no	IFN	15.0660392577	406_IFN	NULL	NULL
9257631027_J	0.0	ILMN_1791759	6646	no	LPS 24 hours	14.6917619345	298_LPS_24	NULL	NULL
9257631027_K	0.0	ILMN_1791759	6646	no	IFN	15.0470440328	414_IFN	NULL	NULL
9257631027_L	0.0	ILMN_1791759	6646	no	LPS 24 hours	7.4934914575	294_LPS_24	NULL	NULL
9257631031_A	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.97914766091	385_CD14	NULL	NULL
9257631031_B	0.0	ILMN_1791759	6646	no	LPS 24 hours	4.80026180262	382_LPS_24	NULL	NULL
9257631031_C	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.6362539929	372_LPS_2	NULL	NULL
9257631031_D	0.0	ILMN_1791759	6646	no	LPS 24 hours	5.96233600001	394_LPS_24	NULL	NULL
9257631031_E	0.0	ILMN_1791759	6646	no	IFN	15.1149332325	352_IFN	NULL	NULL
9257631031_F	0.0	ILMN_1791759	6646	no	IFN	14.9326599733	383_IFN	NULL	NULL
9257631031_G	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.712042809	374_CD14	NULL	NULL
9257631031_H	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.95882083819	425_CD14	NULL	NULL
9257631031_I	0.0	ILMN_1791759	6646	no	IFN	15.0026269503	356_IFN	NULL	NULL
9257631031_J	0.0	ILMN_1791759	6646	no	untreated 24 hours	7.45296039027	356_UT_24	NULL	NULL
9257631031_K	0.0	ILMN_1791759	6646	no	untreated 24 hours	6.31692866766	366_UT_24	NULL	NULL
9257631031_L	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.156745586	357_CD14	NULL	NULL
9257631032_A	0.0	ILMN_1791759	6646	no	LPS 24 hours	6.05515584116	310_LPS_24	NULL	NULL
9257631032_B	0.0	ILMN_1791759	6646	no	LPS 24 hours	8.828804702	430_LPS_24	NULL	NULL
9257631032_C	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.32158251719	308_CD14	NULL	NULL
9257631032_D	0.0	ILMN_1791759	6646	no	LPS 24 hours	4.74351964144	387_LPS_24	NULL	NULL
9257631032_E	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.53411374811	304_CD14	NULL	NULL
9257631032_F	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.124412714	371_LPS_2	NULL	NULL
9257631032_G	0.0	ILMN_1791759	6646	no	LPS 24 hours	5.01423045404	432_LPS_24	NULL	NULL
9257631032_H	0.0	ILMN_1791759	6646	no	LPS 24 hours	9.02911473706	369_LPS_24	NULL	NULL
9257631032_I	0.0	ILMN_1791759	6646	no	IFN	15.205764954	327_IFN	NULL	NULL
9257631032_J	0.0	ILMN_1791759	6646	no	IFN	14.8577099914	398_IFN	NULL	NULL
9257631032_K	0.0	ILMN_1791759	6646	no	untreated 24 hours	8.69700045124	363_UT_24	NULL	NULL
9257631032_L	0.0	ILMN_1791759	6646	no	LPS 24 hours	6.45215905549	424_LPS_24	NULL	NULL
9257631036_A	0.0	ILMN_1791759	6646	no	IFN	14.5834219926	342_IFN	NULL	NULL
9257631036_B	0.0	ILMN_1791759	6646	no	IFN	14.8802146645	310_IFN	NULL	NULL
9257631036_C	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.20902133905	358_CD14	NULL	NULL
9257631036_D	0.0	ILMN_1791759	6646	no	IFN	14.943039326	300_IFN	NULL	NULL
9257631036_E	0.0	ILMN_1791759	6646	no	IFN	14.9653634716	299_IFN	NULL	NULL
9257631036_F	0.0	ILMN_1791759	6646	no	IFN	14.8727366232	290_IFN	NULL	NULL
9257631036_G	0.0	ILMN_1791759	6646	no	IFN	14.8964988872	346_IFN	NULL	NULL
9257631036_H	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.8316447897	313_LPS_2	NULL	NULL
9257631036_I	0.0	ILMN_1791759	6646	no	IFN	14.677396307	296_IFN	NULL	NULL
9257631036_J	0.0	ILMN_1791759	6646	no	LPS 2 hours	12.2750188797	423_LPS_2	NULL	NULL
9257631036_L	0.0	ILMN_1791759	6646	no	IFN	14.6680343263	343_IFN	NULL	NULL
9257631045_A	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.7539735035	395_LPS_2	NULL	NULL
9257631045_B	0.0	ILMN_1791759	6646	no	CD14 monocyte	7.98745811116	378_CD14	NULL	NULL
9257631045_C	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.6665318331	430_LPS_2	NULL	NULL
9257631045_D	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.55662452255	347_CD14	NULL	NULL
9257631045_E	0.0	ILMN_1791759	6646	no	IFN	15.0470440328	388_IFN	NULL	NULL
9257631045_F	0.0	ILMN_1791759	6646	no	IFN	15.0309555317	419_IFN	NULL	NULL
9257631045_G	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.44495214363	355_CD14	NULL	NULL
9257631045_H	0.0	ILMN_1791759	6646	no	IFN	15.0660392577	307_IFN	NULL	NULL
9257631045_I	0.0	ILMN_1791759	6646	no	untreated 24 hours	4.93484219191	358_UT_24	NULL	NULL
9257631045_J	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.0988657213	312_LPS_2	NULL	NULL
9257631045_K	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.63347081039	364_CD14	NULL	NULL
9257631045_L	0.0	ILMN_1791759	6646	no	LPS 24 hours	7.83492312424	407_LPS_24	NULL	NULL
9257631050_A	0.0	ILMN_1791759	6646	no	untreated 24 hours	4.04252482276	398_UT_24	NULL	NULL
9257631050_B	0.0	ILMN_1791759	6646	no	LPS 24 hours	4.52186989151	342_LPS_24	NULL	NULL
9257631050_C	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.6453173567	346_LPS_2	NULL	NULL
9257631050_D	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.7677877023	353_LPS_2	NULL	NULL
